datetime;city;state;country;shape;duration (seconds);duration (hours/min);comments;date posted;latitude;longitude
10/11/1999 21:45;eureka springs;ar;us;light;900;15 min.;Bright light due south&#44 traveling east extremely slowly. Bright flash given off from object every 10 seconds&#44 with a dim flash every 3;11/2/1999;36,4011111;-93,7377778
10/11/2000 20:00;watertown;ny;us;light;30;30 seconds;Was looking at the near full moon with binoculars when a very bright round light appeared to the left of the moon. at arms lenght it wa;12/2/2000;43,9747222;-75,9111111
10/11/2000 22:00;elverta;ca;us;light;30;hours;White starlike lights in sky that blink red and blue and move erratically over Sacramento region.;12/2/2000;38,7138889;-121,4616667
10/11/2000 23:30;whittier;ca;us;light;1500;20-25 mins;UFO ENCOUNTER LESS THAN 300 FEET;12/12/2011;33,9791667;-118,0319444
10/11/2001 01:00;somerset;wi;us;light;10800;3 hours+;My brother and I went outside to have a smoke and then noticed a moving&#44 multicolored light in the sky....;11/20/2001;45,1244444;-92,6733333
10/11/2001 05:15;denver;co;us;light;900;15 minutes;Odd Lights in Colorado Sky;10/12/2001;39,7391667;-104,9841667
10/11/2001 20:35;grass valley;ca;us;triangle;60;1 minute;Three bright white lights in a row&#44 in the sky.;10/12/2001;39,2191667;-121,06
10/11/2002 06:17;springfield;mo;us;fireball;6;6 seconds;bright green triangular object throwing sparks traveling extremely fast;10/15/2002;37,2152778;-93,2980556
10/11/2002 20:36;dallas;tx;us;fireball;3;3 seconds;Meteor lights up the skies over Dallas&#44 crashes somehere to the south.;10/28/2002;32,7833333;-96,8
10/11/2003 00:20;austin;mn;us;circle;5;5 seconds;THE TWO WHITE ROUND OBJECTS FLEW SYNCHONIZED SIDE BY SIDE AND EVENTUALLY VEERED OFF MADE HALF A CIRCLE AND MERGED&#44 AND RE-ENTERED SPACE;10/15/2003;43,6666667;-92,9744444
10/11/2003 11:32;newaygo;mi;us;circle;40;30-40 sec;Two fuzzy disks chaseing each other.;11/26/2003;43,4197222;-85,8
10/11/2003 19:05;placerville;ca;us;light;600;ten minutes;Unverified pair of bold star lights diminishing in perfect unison.;10/31/2003;38,7297222;-120,7975
10/11/2003 20:00;frederick;co;us;unknown;10;10 seconds;Large flash outside the house rattling the windows with a low hum.;10/15/2003;40,0991667;-104,9366667
10/11/2004 01:00;honolulu;hi;us;triangle;3;2-3 seconds;3 trangular UFOs were spotted in a triangle formation for 3 seconds.;10/27/2004;21,3069444;-157,8583333
10/11/2004 03:40;dallas;or;us;light;20;20 seconds;Very intense light&#44 shone through covered windows&#44 absolutely no sound&#44 felt presence before observing.;10/27/2004;44,9194444;-123,3158333
10/11/2004 05:00;san jose;ca;us;light;15;12-15seconds;Light traveling at very high rate of speed across the morning sky.;10/27/2004;37,3394444;-121,8938889
10/11/2004 14:00;arroyo grande;ca;us;circle;60;1 minute;observed Angel Hair type UFO;12/14/2004;35,1186111;-120,5897222
10/11/2004 22:29;laredo;tx;us;fireball;1351;22:31;Large flaming tail and eratic movement - sudden change of direction;12/3/2004;27,5061111;-99,5072222
10/11/2004 23:15;williamsville;ny;us;light;540;9 minutes;Hovering light seen over Williamsville&#44 NY;10/27/2004;42,9638889;-78,7380556
10/11/2005 00:00;holiday;fl;us;light;180;ohrs;light dancing over holliday florda;10/20/2005;28,1875;-82,7397222
10/11/2005 03:00;eagan;mn;us;circle;7200;2 hours plus;((NUFORC Note:  Possible star.  PD))  Bright colorfull glowing ball.;10/11/2005;44,8041667;-93,1666667
10/11/2005 16:36;lake point;ut;us;light;720;about 12 mins;Lights near  Lake Point/Grantsville&#44 UT;10/20/2005;40,6808333;-112,2622222
10/11/2005 18:45;peoria;az;us;light;5400;90 minutes;Formation of amber lights over Tolleson&#44 AZ that flickered off and on for about 90 minutes.;10/20/2005;33,5805556;-112,2366667
10/11/2005 19:00;casa grande;az;us;light;1800;30 minutes;amber lights over I-10 near Casa Grande Az.;10/20/2005;32,8794444;-111,7566667
10/11/2005 19:30;tempe;az;us;triangle;3;~3 sec;3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.;10/20/2005;33,4147222;-111,9086111
10/11/2005 19:45;mobile;al;us;light;1800;30 minutes?;((NUFORC Note:  Possible sighting of Mars.  PD))  Massive brilliant white light that just hung in the Southern sky.;10/20/2005;30,6941667;-88,0430556
10/11/2005 21:00;wall lake;ia;us;light;10;10 seconds;strange shit in the sky in sac county iowa.;10/20/2005;42,2711111;-95,0927778
10/11/2006 11:29;lynnwood;wa;us;unknown;120;a few minutes;I noticed a very white tail behind an object traveling north in the southern sky. It appeared to be very high and far away. The object;10/30/2006;47,8211111;-122,3138889
10/11/2006 19:00;monterey park;ca;us;fireball;120;1 -2 minutes;huge ball of fire hanging in the sky;12/7/2006;34,0625;-118,1219444
10/11/2006 19:30;two harbors;mn;us;light;600;10 minutes;Northern Lights ?? Right&#33;12/7/2006;47,0227778;-91,6705556
10/11/2006 21:00;milton;fl;us;light;900;15 minutes;THE LIGHTS KEPT FLASHING AND MOVING AT VERY HIGH SPEEDS SHOWING UP THEN WOULD BE GONE IN AN INSTANT THEN FLYING SIDE WAYS UNLIKE ANY PL;10/30/2006;30,6322222;-87,0397222
10/11/2006 21:32;la crescenta;ca;us;circle;3;3 seconds;White light imploded;10/30/2006;34,2241667;-118,2391667
10/11/2006 22:00;enid;ok;us;light;60;about 1 minute;Fast moving ball of light speeds across the sky.;10/30/2006;36,3955556;-97,8780556
10/11/2006 23:00;pampa;tx;us;triangle;60;1 minute;Two triangular objects&#44 lit up by three main lights and other lights in between&#44 moving simotaniously to the East over Pampa Tx.;10/30/2006;35,5361111;-100,9594444
10/11/2007 16:00;clackamas;or;us;circle;900;15 minutes;Silver circular or sphere-like object flying parallel to I-205 in the Gladstone/Clackamas area.;11/28/2007;45,4077778;-122,5691667
10/11/2007 19:50;seattle;wa;us;triangle;10;10 seconds;I saw two orange colored lights&#44 close together but moving independently across the sky&#44 at high rate of speed. Then they disappeared.;11/28/2007;47,6063889;-122,3308333
10/11/2007 20:15;tega cay;sc;us;light;1800;30 minutes;Bright white light and then 2 blinking red lights in Western Sky;11/28/2007;35,0241667;-81,0280556
10/11/2008 02:35;monrovia;ca;us;unknown;0;;Above my home a large/huge dark unshaped figuer&#44 blending in as a star passing threw from east to west in 15min;10/31/2008;34,1480556;-117,9980556
10/11/2008 06:00;concord;ca;us;light;180;2-3 minutes;Very small lights&#44 very high. moved at great speed and cganged direction. Not aircraft.;10/31/2008;37,9780556;-122,03
10/11/2008 19:00;bridgeport;ct;us;circle;7200;2 hours;I saw 6 glowing orbs lining up in different formations witin a 2 hour period over Long Island Sound.;10/31/2008;41,1669444;-73,2052778
10/11/2008 19:00;riverside;ca;us;light;60;1 min approx;Bright light moving from NW to SE;10/31/2008;33,9533333;-117,3952778
10/11/2008 19:30;naples;fl;us;triangle;30;30 seconds;A dark flying V.;10/31/2008;26,1416667;-81,795
10/11/2008 20:30;centerville;tx;us;light;900;15 minutes;MYSTERIOUS LIGHTS IN THE TEXAS SKY.;3/19/2009;31,2577778;-95,9780556
10/11/2008 22:20;albuquerque;nm;us;fireball;120;2 minutes;Vehicle out of southern sky thought to be shooting star hovers over city.;10/31/2008;35,0844444;-106,6505556
10/11/2008 22:30;los angeles;ca;us;triangle;30;30 seconds;Large Triangle sighted over L.A;10/31/2008;34,0522222;-118,2427778
10/11/2009 04:00;crisfield;md;us;light;600;5 to 10 min;A bright light moving across the sky getting closer stopped on a dime got brighter and took off with no sounds at all;12/12/2009;37,9833333;-75,8541667
10/11/2009 09:45;plymouth;mi;us;triangle;20;20 seconds;I was standing on a sidewalk near salem high school where i saw a triangular shaped craft slowly gliding right over my head. my mom jus;6/27/2011;42,3713889;-83,4702778
10/11/2009 19:00;north smithfield;ri;us;circle;15;10 to 15 seconds;I was watching the sky like I always do on a clear night because you can always see what appear to be stars riding along the night sky.;12/12/2009;41,9666667;-71,55
10/11/2009 21:55;madison;wi;us;light;180;3 minutes;Amber orange light moving very slowly&#44 dimming out&#44 shooting away.;12/12/2009;43,0730556;-89,4011111
10/11/2010 19:40;cottage grove;mn;us;light;240;3-4 minutes;Craft with two white lights in Minneapolis Approach Pattern that moved down and not forward then disappered behind the tree line.;11/21/2010;44,8277778;-92,9436111
10/11/2010 20:50;glendora;ca;us;circle;60;1 min;I was north on a mountain facing south with my friend. We were star gazing and I looked up in the sky at about a 45 degree angle and sa;11/21/2010;34,1361111;-117,8644444
10/11/2010 20:53;ramona;ca;us;triangle;5;3-5 seconds;We believed this object to be an airplane on fire;11/21/2010;33,0416667;-116,8672222
10/11/2011 15:00;cedar city;ut;us;light;8;8 seconds;Bright&#44 white&#44 star-like UFO over Cedar City at 1500 on sunny day.;10/19/2011;37,6775;-113,0611111
10/11/2011 19:40;des moines;ia;us;light;90;90 seconds;An unexplained&#44 unidentified flying object.;12/12/2011;41,6005556;-93,6088889
10/11/2011 19:42;new bedford;ma;us;circle;1800;30-minutes;At least 25 orange and red fireballs fly over New Bedford&#44 MA&#44 USA;12/12/2011;41,6361111;-70,9347222
10/11/2011 21:10;holden beach;nc;us;circle;30;30 seconds;6 orange balls of light over the Atlantic ocean.;10/19/2011;33,9133333;-78,3041667
10/11/2011 23:23;harrodsburg;ky;us;unknown;480;8 min;Unknown lights.;5/29/2012;37,7622222;-84,8433333
10/11/2012 01:00;worcester;ma;us;unknown;4;4 seconds;Big extremely bright white light hovering in sky;10/30/2012;42,2625;-71,8027778
10/11/2012 04:00;tewksbury;ma;us;light;2;2 seconds;Huge white streaking object moving high rate of speeds in night sky;10/30/2012;42,6105556;-71,2347222
10/11/2012 14:06;yakima;wa;us;unknown;0;10;Far off object moving east to west in north yakima county between the yakima training center and the yakima river rec area.;10/30/2012;46,6022222;-120,5047222
10/11/2012 19:30;arbutus;md;us;light;300;5 minutes;Moving star and strange man;10/30/2012;39,2544444;-76,7002778
10/11/2012 19:30;forty fort;pa;us;fireball;720;12 minutes;Slow moving bright light;10/30/2012;41,2788889;-75,8786111
10/11/2012 19:45;saratoga springs;ny;us;circle;300;5 minutes;Brightly lit object&#44 twice the size of a planet&#44  traversed the night sky&#44 dimmed&#44 and disappeared from view.((NUFORC Note:  ISS? PD));10/30/2012;43,0830556;-73,785
10/11/2012 20:30;las cruces;nm;us;fireball;120;1-2 minutes;4 fireballs side by side;10/30/2012;32,3122222;-106,7777778
10/11/2012 20:42;ravensdale;wa;us;triangle;10;10 seconds;Driving on kent kangley road I observed a triangle arrangement of lights hovering about 100 feet off the ground.  The lights were multi;10/30/2012;47,3525;-121,9825
10/11/2012 22:15;blue island;il;us;circle;45;45 seconds;Red circular object surrounded by yellow glow flying w/no sound quickly coming out of east turning southbound;10/30/2012;41,6572222;-87,68
10/11/2012 24:00;truth or consequences;nm;us;unknown;0;;Fast moving red ball and then flashing light;10/30/2012;33,1283333;-107,2522222
10/11/2013 06:13;ankeny;ia;us;circle;120;2 minutes;Two slow moving star-like objects suddenly accelerated to light speed heading towards Jupiter;10/14/2013;41,7297222;-93,6055556
10/11/2013 09:05;palm beach gardens;fl;us;light;15;10-15 seconds;Five orange flying objects in the nights sky and no sound.;10/14/2013;26,8230556;-80,1388889
10/11/2013 16:35;kalamazoo;mi;us;fireball;600;~10 minutes;Massive caravan of a hundred red/orange fireballs moving from west to east at a steady rate in formation for at least ten minutes.;10/14/2013;42,2916667;-85,5872222
10/11/2013 19:00;lawrence;ks;us;unknown;240;2-4 minutes;Silent blue and white lights of craft object change color&#44 approach myself and boyfriend&#44 before changing into buzzing&#44 everyday plane;10/14/2013;38,9716667;-95,235
10/11/2013 19:00;rittman;oh;us;light;0;;7 streaks of light in the sky.  ((NUFORC Note:  Photo shows six contrails in the evening sky.  PD));10/14/2013;40,9780556;-81,7822222
10/11/2013 19:33;winterhaven;ca;us;light;0;;Saw up to 5 orbs in the sky at about 1900 hours. Went on for a while. 3 in the formation of a triangle and one quite a distance from th;10/14/2013;32,7394444;-114,6338889
10/11/2013 19:50;essex junction;vt;us;light;60;60 seconds;4 or 5 Orange Lights in Vermont Sky;10/14/2013;44,4905556;-73,1113889
10/11/2013 20:00;cincinnati;oh;us;circle;300;4-5 minutes;Glowing Orange Fireball/Lights Seen at Turpin HS Football Game.;2/21/2014;39,1619444;-84,4569444
10/11/2013 20:00;cincinnati;oh;us;fireball;240;4 minutes;Cincinnati fire ball in the sky?;10/14/2013;39,1619444;-84,4569444
10/11/2013 20:00;naples;fl;us;light;7200;few hours;Circle of Different color flashing light over gulf in naples;10/14/2013;26,1416667;-81,795
10/11/2013 20:00;saginaw;mi;us;unknown;0;;4 orange bright lights close together that  can speed up and slow down quickly&#44 our aircraft cannot.;10/23/2013;43,4194444;-83,9508333
10/11/2013 20:15;cincinnati;oh;us;fireball;60;1 minute;3 fireball type objects close to downtown Cincinnati.;10/14/2013;39,1619444;-84,4569444
10/11/2013 20:15;union;ky;us;fireball;300;5 minutes;amber fireball descending&#44splits into 3 objects&#44stops&#44they hover above ground with erratic movements;10/23/2013;38,9458333;-84,6805556
10/11/2013 20:20;hubbardston;ma;us;fireball;60;1 minute;4 orange orbs zig zgging across the sky.  Quick movements forward and aft and side to side.;10/14/2013;42,4736111;-72,0066667
10/11/2013 20:45;covington;ga;us;light;300;5 minutes;Saw a bunch of low-altitude lights drifting overhead.;10/14/2013;33,5966667;-83,8602778
10/11/2013 22:00;jupiter;fl;us;light;900;15 minutes;Groups of glowing orange objects moving randomly from east to west over Jupiter Inlet area at approximately 10:00 pm Oct 11&#44 2013.;10/14/2013;26,9338889;-80,0944444
10/11/2013 23:00;north canton;oh;us;fireball;10;10 seconds;Fireball over the Strip.;10/14/2013;40,8758333;-81,4025
10/11/2013 23:15;pinckney;mi;us;fireball;2;2 seconds;Large orange fireball observed over Hell&#44 Michigan&#44 traveling from due south to due north directly overhead.;10/14/2013;42,4566667;-83,9463889
10/1/1954 19:00;flatwoods;wv;us;circle;60;1 minute;I saw the craft go across the horizon.  It appeared to be on fire&#44 I first thought it was a plane going down.  It landed near a farm.;4/12/2013;38,7230556;-80,65
10/1/1957 16:00;nelchina (near);ak;us;unknown;180;3 minutes maximum;"This incident occurred about October of 1956 or &#8216;57. At the time&#44 I was Assistant station manager for a major airline in Anchorage as";12/7/2006;61,9919444;-146,7686111
10/1/1959 19:00;jacksonville;il;us;unknown;60;1 minute;Late 1959&#44 bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.;4/16/2005;39,7338889;-90,2288889
10/1/1961 22:00;graham;nc;us;triangle;30;30 seconds;3 flat&#44 large  white lights in delta pattern&#44 no sound&#44 flying at tree-top level at 35-40 mph;5/14/2002;36,0688889;-79,4008333
10/1/1966 20:00;buffalo;ny;us;light;240;4 minutes;One of the bright stars moved north&#44 curved upward&#44 flew in a wide arc&#44 then accelerated up into the cosmos.;1/11/2002;42,8863889;-78,8786111
10/1/1966 22:00;anacortes;wa;us;light;1200;20 mins.;20 miles driving toward Anacortes&#44a friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou;4/15/2000;48,5127778;-122,6113889
10/1/1966 22:30;anamosa;ia;us;unknown;60;60 seconds;"large quiet  craft&#44 covered with blackness&#44 and &quot;stars&quot; to not be noticed&#44 moving slowly southwest to north north east.";9/17/2000;42,1083333;-91,285
10/1/1967 13:00;greenville;il;us;circle;30;30 seconds;My son and I went to a ballpark close by to play- we were the only ones there&#44 I happened to look up and right over us&#44 were 3 round uf;2/24/2007;38,8922222;-89,4130556
10/1/1968 20:00;kennebunkport;me;us;circle;600;5-10 minutes;While at the boathouse at St.Athonys one night we noticed what at first we thought was a bright star getting larger.It seemed to dart a;3/19/2002;43,3616667;-70,4772222
10/1/1972 01:00;potwin;ks;us;unknown;10800;2-3 hours;Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the;5/24/1999;37,9388889;-97,0194444
10/1/1972 04:00;denton;tx;us;unknown;600;less than 10 minutes but;Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.;1/31/2011;33,2147222;-97,1327778
10/1/1972 24:00;sweet home;or;us;unknown;0;ufo;Ligthning coming out of a cloud hovering&#44 waves of clouds come out an going backin&#44 no sound look at that?;1/10/2009;44,3977778;-122,735
10/1/1973 20:00;bloomington;in;us;light;1200;20 minutes;"Three large bright white craft  interacting &amp; manuevering rapidly accross a quadrant of night sky.";7/3/2013;39,1652778;-86,5263889
10/1/1974 01:00;denton;tx;us;unknown;600;10 min;I was walking home from the Library at North Texas State University after the Library closed.  From a distance&#44 I saw a large red glowi;6/12/2008;33,2147222;-97,1327778
10/1/1974 20:00;deerwood;mn;us;unknown;2;2 seconds;Sighting 3  An incidence occurred in mid-October&#44 1974. I picked my son up from wrestling practice in the evening after school. We live;12/7/2006;46,4736111;-93,8986111
10/1/1974 21:00;chester;nj;us;light;600;10 minutes;Three bright star like objects moving across the night sky at the speed of light and stopping on a dime.;12/7/2006;40,7841667;-74,6972222
10/1/1979 21:00;buffalo;ny;us;light;10;5-10 sec;Two bright fast-moving star-like objects with one traveling in a zig-zag motion.;4/16/2005;42,8863889;-78,8786111
10/1/1979 23:00;cranbury;nj;us;light;240;4 minutes;8 UFOs in a circle suddenly take off radially away from each other.;10/23/2013;40,3161111;-74,5141667
10/1/1980 20:00;mountainboro;al;us;fireball;20;20 seconds;Ball of Fire that changed into a cone shape.;7/4/2012;34,1469444;-86,1305556
10/1/1982 22:10;swartz creek;mi;us;fireball;240;3 to 4 minutes;blazing sphere across the southern sky from 1982;3/21/2003;42,9572222;-83,8305556
10/1/1983 20:00;ayer;ma;us;unknown;20;20 seconds;Zero to top Speed Instantaneously;5/12/2009;42,5611111;-71,5902778
10/1/1984 01:00;waldport;or;us;light;600;10 minutes;Bright light of a  fast moving craft frightened me in the night on the Oregon Coast.;3/16/2001;44,4269444;-124,0675
10/1/1984 20:00;chatsworth;ca;us;light;45;45 seconds;Light approaches at high rate of speed and makes a ninety degree turn.;2/24/2007;34,2572222;-118,6002778
10/1/1984 21:00;acton;me;us;triangle;180;3 min.;Silent&#44 very large&#44 one white headlight&#44 red lights around edges;4/2/1999;43,5341667;-70,9102778
10/1/1985 00:00;brandon;fl;us;triangle;900;15 min;triangle SHIP 60 to 80 feet high&#44SPEED 3 TO 5 MPH&#44I SAW IT ALL&#44....................;2/24/2007;27,9375;-82,2861111
10/1/1985 05:30;holton;mi;us;light;240;3-4 minutes;Unknown light makes 90 degree turn and disappears.;5/11/2005;43,4133333;-86,0794444
10/1/1985 21:30;jefferson;oh;us;triangle;3600;1 hour;Three lights&#44possibly single or part of object hovered over treeline changing color&#44and shape.;12/2/2000;41,7386111;-80,77
10/1/1986 01:00;klamath falls;or;us;circle;2700;45 minutes;"BRIGHT OBJECT DROPPING &quot;FIRECRACKERS&quot; FROM IT - IT SEEMED TO KNOW I COULD SEE IT - VANISHED IN A TYPE OF EXPLOSION";4/27/2004;42,225;-121,7805556
10/1/1986 22:00;wheeling;wv;us;light;10;10 seconds;Missing time after seeing something that looked like the Northern lights.;1/11/2002;40,0638889;-80,7211111
10/1/1987 21:00;alstead;nh;us;fireball;1800;30 mins.;sitting   in  a  car in a open  field&#44 keeping in mind this is in a  town where  we are in  the hills.  the  field during  the day has;1/19/2005;43,1488889;-72,3611111
10/1/1987 23:00;louisburg;nc;us;triangle;180;3 minutes;Large black triangular object with lights on each side and at the points making no discernible noise.;8/5/2001;36,0988889;-78,3013889
10/1/1989 20:00;jacksonville;il;us;circle;300;five minutes;Three gold circle UFOs fly in formation&#44 warp drive away and disappear.;11/21/2010;39,7338889;-90,2288889
10/1/1990 20:00;san pedro;ca;us;light;120;2min;a small light in the sky&#44 making the shape of a equiangular triangle then shooting away at a high rate of speed.;1/19/2005;33,7358333;-118,2913889
10/1/1990 22:15;jamestown;ny;us;light;1200;20 minutes;A row of porthole shaped lights hovering at an altitude of approx. 500 feet spanning a distance of about 1 mile.;4/27/2007;42,0969444;-79,2355556
10/1/1991 17:00;wilmington;ca;us;circle;900;15 minutes;Patterned disks over southern california sky.;2/14/2008;33,78;-118,2616667
10/1/1991 18:30;little rock;ar;us;triangle;300;5 minutes;Triangular arrangements of lights appearing to begin to land on freeway&#44 miltary-ish cars mobilze around it;8/5/2012;34,7463889;-92,2894444
10/1/1992 17:30;dublin (near warner robins);ga;us;triangle;1200;20 minutes;While driving home from out-of-town&#44 I watched a dot in the sky that later hoovered over my car.;11/20/2002;32,5402778;-82,9038889
10/1/1992 19:00;longview;tx;us;unknown;20;00:20;I observed one nite several objects flying in a kind of oval formation and change to a vee formation. There wasn&#39t any sound.;11/9/1999;32,5005556;-94,7402778
10/1/1993 02:00;tempe;az;us;triangle;900;15 minutes;My friend and I saw a triangle made of smaller triangles fly over us at a low altitude.;1/28/1999;33,4147222;-111,9086111
10/1/1993 20:00;delaware;oh;us;light;7200;2 hours;Lights in localized semi-rural area&#44 beams emitted&#44 possible sound&#44 possible contact&#44 video tape;2/14/2008;40,2986111;-83,0680556
10/1/1993 20:00;pryor;mt;us;light;1800;20-30 minutes;Floating Light&#44 Like a Spotlight;11/3/2005;45,4297222;-108,5325
10/1/1994 11:30;pawnee;ok;us;triangle;1200;20 min;It was triangle shape with white lights at each corner of it and a large red one in the middle.;4/26/1999;36,3377778;-96,8036111
10/1/1994 20:00;santa barbara;ca;us;triangle;3;3 seconds;Black triangle;10/12/2001;34,4208333;-119,6972222
10/1/1994 23:00;las vegas;nv;us;circle;5;5 seconds;Bright green object in flight allmost colided with my aircraft.;10/15/2002;36,175;-115,1363889
10/1/1995 22:00;wantagh;ny;us;triangle;60;1 minute;Triangle with three large&#44 dim&#44 amber lights flew rapidly overhead and rotated once.;10/31/2008;40,6836111;-73,5105556
10/1/1995 23:00;dover;nh;us;triangle;600;10 minutes;six light triangle in dover;9/24/2003;43,1977778;-70,8741667
10/1/1996 05:30;bainbridge;oh;us;triangle;180;3 minutes;Low-flying triangular object;10/11/2005;39,2275;-83,2705556
10/1/1996 22:30;the woodlands;tx;us;fireball;180;2-3 minutes;2 orange fireballs moving across sky ~ crazy acrobatics;12/12/2011;30,1577778;-95,4891667
10/1/1997 00:00;bemidji;mn;us;triangle;600;10 minutes;In october 1997 my dad and I seen 3 lights in the shape of a triangle tumbling over each other in Bemidji Minnesota.;12/3/2004;47,4736111;-94,88
10/1/1997 19:00;green bay;wi;us;light;1200;15-20 minutes;Three red lights;4/14/2009;44,5191667;-88,0197222
10/1/1997 19:00;pelzer;sc;us;triangle;180;3 minutes;Large&#44 black&#44 triangular&#44 object flew low and silent over South Carolina state prison yard.;1/10/2009;34,6422222;-82,4561111
10/1/1997 21:00;hyannis;ma;us;triangle;60;1 minute;WIFE AND I DROVE ONTO START OF OUR STREET&#44 NOTICED TWO LIGHTS NOT USUALLY THERE.  STOPPED CAR&#44 GOT OUT&#44 SAW TWO CRAFTS.  NO NOISE AND H;6/23/1999;41,6527778;-70,2833333
10/1/1997 21:30;bourbonnais;il;us;triangle;60;-1 min;I was traveling home from visiting my dad in Carle Hospital on 113 heading towards Custer Park&#44 IL. It was dark out I was in farm count;1/19/2005;41,1416667;-87,875
10/1/1997 21:30;oakland;or;us;light;60;1 minute;High altitude light turned&#44 dropped several Thousand feet&#44 turned and disappeared&#33;11/19/1998;43,4222222;-123,2972222
10/1/1997 22:00;summerville;sc;us;triangle;1200;20 min;Triangular shape with lights in a V&#44 no sound&#44 very slow moving.;10/30/2006;33,0183333;-80,1758333
10/1/1997 23:15;lakeland;fl;us;light;60;1 minute;3 oval shaped reddish-orange lights flew over my house&#44 heading directly south. The lights formed a perfect triangle&#44 but flying severe;1/28/1999;28,0391667;-81,95
